PROLIFIC_PID	Task	word_1	word_2	word_3	word_4	word_5	word_6	word_7	word_8	word_9	word_10	word_11	word_12	word_13	word_14	word_15	word_16	word_17	word_18	word_19	word_20
6392 427	CFA	disquisition	profundity	koan	explication	aphoristic	epigrammatic	prose	poetic	poetical	lyrical	melodic	lyrically	melody	lyric	lyricism	melodically	tuneful	soulful	bluesy	jazzy
6392 428	CFA	inflorescence	sepal	stamen	bract	pistil	staman	anther	umbel	petiole	raceme	catkin	whorle	andromeda	honeysuckle	spirea	forsythia	viburnum	daphne	shrubby	shrub
6392 429	CFA	outfoxing	outfox	outmaneuver	outmanoeuvre	outwit	wily	canny	astute	shrewd	skillful	crafty	clever	skilful	adroit	deft	deftness	adroitness	cunne	devious	ruthless
6392 430	CFA	meet	fulfill	satisfy	satiate	gratify	quench	slake	whet	sate	tantalize	titillate	amuse	enthrall	spellbind	excite	dazzle	impress	captivate	enchant	enrapture
6392 431	CFA	imbecile	lunatic	moron	ignoramus	simpleton	dullard	nitwit	yahoo	bozo	numbskull	idiot	fool	dolt	cretin	asshole	bonehead	buffoon	dimwit	nincompoop	incompetent
6392 432	CFA	efficacious	efficacy	effectiveness	usefulness	relevance	validity	legality	applicability	appropriateness	merit	constitutionality	unconstitutional	unconstitutionality	overbreadth	misapprehend	lawfulness	reasonableness	proportionality	practicability	propriety
6392 433	CFA	right	mend	repair	restore	rehabilitate	reconstruct	rebuild	rebuilt	refurbish	renovate	remodel	refurnish	renovation	refurbishment	refit	facelift	makeover	revamp	redesign	redo
6392 434	CFA	redoubtable	formidable	doughty	fearsome	ferocious	vicious	nasty	brutal	horrific	ghastly	horrify	shocking	gruesome	horrendous	horrid	wretche	atrocious	dreadful	appalling	horrible
6392 435	CFA	engross	rivet	captivate	fascinating	intriguing	tantalize	alluring	entrance	mesmerize	enchant	beguile	delightful	lovely	charming	beautiful	gorgeous	luscious	delectable	scrumptious	sumptuous
6392 436	CFA	oblong	rectangular	cylindrical	ovoid	conical	umbel	whorle	lob	sepal	bract	raceme	petiole	inflorescence	staman	catkin	pistil	stamen	anther	calyx	cotyledon
6392 437	CFA	litigator	lawyer	attorney	counsel	solicitor	barrister	prosecute	prosecutor	prosecution	prosection	defendant	appellant	petitioner	complainant	respondent	claimant	plaintiff	litigant	appellate	judge
6392 438	CFA	magnate	baron	oligarch	tycoon	plutocrat	capitalist	oligarchy	plutocratic	elite	plutocracy	corporatism	capitalism	capitalistic	collectivist	corporatist	statist	socialistic	socialist	socialism	statism
6392 439	CFA	tigress	cub	pup	kitten	puppy	cat	dog	canine	pooch	feline	animal	pet	kitty	chihuahuas	tabby	dachshund	pug	poodle	schnauzer	collie
6392 440	CFA	adjudicate	docket	refile	file	submit	resubmit	resubmitte	rehear	reconsideration	reconsider	revoke	reinstate	suspend	rescind	annul	invalidate	overturn	overrule	nullify	amend
6392 441	CFA	kappa	epsilon	rho	phi	logarithm	modulo	cosine	logarithmic	quadratic	polynomial	trigonometric	eigenvalue	gaussian	dimensionless	asymptotic	nonzero	adiabatic	tensor	scalar	integral
6392 442	CFA	antsy	frustrate	angry	irritated	agitate	exasperate	annoy	impatient	irate	enrage	incense	outrage	infuriate	anger	dismay	disgust	appal	aghast	dumbfound	flabbergast
6392 443	CFA	ignore	disregard	misunderstand	misinterpret	confuse	misrepresent	mislead	distort	discredit	contradict	refute	rebut	debunk	disprove	dispel	dismisse	rubbish	scoff	downplay	reject
6392 444	CFA	negatively	favorably	favorable	advantageous	attractive	desirable	ideal	optimal	optimum	desire	acceptable	appropriate	reasonable	sensible	preferable	feasible	doable	achievable	workable	viable
6392 445	CFA	sexiest	manly	sweaty	gayest	funniest	crazy	silly	cool	nice	neat	prettiest	weird	strange	oddest	ugliest	dumbest	stupid	goofiest	cut	wacky
6392 446	CFA	resettle	resettlement	refugee	migrant	emigrant	emigration	emigrate	immigrate	immigrant	immigration	deportation	deport	asylum	citizenship	naturalization	visa	passport	consular	consulate	embassy
6392 447	CFA	explosive	dynamite	bomb	grenade	mortar	rocket	missile	projectile	shell	bullet	shrapnel	ordnance	munition	weapon	weaponry	armament	materiel	ammunition	ammo	rifle
6392 448	CFA	duffy	matthew	adrian	travis	nigel	whitney	lindsey	jar	michele	becky	meyer	danielle	nikki	lori	jensen	susie	lauren	joel	corey	derek
6392 450	CFA	flay	assail	criticize	defend	decrie	deride	chide	lambaste	chastise	scold	excoriate	lambast	castigate	denounce	condemn	deplore	blame	slams	berate	mock
6392 451	CFA	commercialize	commercialization	preclinical	clinical	oncology	dermatology	immunology	neurology	ophthalmology	ophthalmic	urology	orthopedic	cardiology	gynecology	pediatric	anesthesiology	obstetric	radiology	neurosurgery	neonatology
6392 452	CFA	blowzy	blowsy	sluttish	dipsomaniac	lumpish	slatternly	shrewish	harpy	lecher	harridan	virago	termagant	fussbudget	prissy	priggish	prig	schoolmarm	flibbertigibbet	simper	fey
6392 453	CFA	teetotaler	drinker	tippler	boozer	drunk	winos	carouser	lush	drunkard	idler	hedonist	womanizer	lecher	nymphomaniac	trollop	prig	boor	lout	cretin	idiot
6392 454	CFA	extort	bribe	blackmail	extortion	mafia	underworld	mobster	gangster	mob	thug	goon	henchman	minion	lackey	crony	hireling	racketeer	mafioso	crook	swindler
6392 455	CFA	telephony	broadband	wireless	telecommunication	telecom	wireline	landline	cellular	phone	cellphone	mobile	handset	smartphone	netbook	tablet	handheld	desktop	laptop	notebook	computer
6392 456	CFA	unlove	unlovable	unfeele	uncare	unappreciative	arrogant	egotistical	egocentric	conceite	narcissistic	egotistic	selfish	greedy	heartless	callous	vindictive	spiteful	cynical	crass	shameless
6392 457	CFA	soothe	comfort	unnerve	reassure	calm	sooth	assuage	placate	mollify	appease	pacify	quell	allay	dispel	quash	squelch	stifle	dampen	stoke	reignite
6392 458	CFA	burn	smolder	smoulder	char	blacken	mangle	crumple	scorch	singe	rip	tear	smash	shatter	obliterate	flatten	wreck	damage	destroy	gutte	torch
6392 459	CFA	dwindle	skyrocket	plummet	rise	fallen	soar	surge	climb	fall	plunge	tumble	slump	slide	jump	leapt	leap	slip	dip	inch	retreat
6392 460	CFA	governess	nursemaid	shepherdess	milkmaid	washerwoman	spinster	crone	termagant	lecher	harpy	virago	harridan	shrewish	slatternly	sluttish	strumpet	floozy	floozie	vixenish	minx
6392 461	CFA	unpack	unwrap	unwrapped	unpacked	unload	load	reload	restock	stock	empty	refill	clean	tidy	spruce	refurbish	refit	refurnish	redecorate	renovate	repaint
6392 462	CFA	genesis	origin	beginning	infancy	evolution	maturation	progression	advancement	further	enhance	augment	strengthen	broaden	expand	enlarge	expansion	upgrade	modernize	revamp	redesign
6392 463	CFA	doubly	extremely	particularly	especially	very	quite	terribly	pretty	unbelievably	exceedingly	extraordinarily	awfully	incredibly	amazingly	astonishingly	astoundingly	remarkably	stunningly	shockingly	staggeringly
6392 464	CFA	skydiver	skydive	paraglide	ski	skier	snowboard	skateboard	skateboarder	motocross	motorcycle	cycle	cyclist	rider	racer	race	motorsport	sport	sportsman	athlete	swimmer
6392 466	CFA	vassalage	imperium	imperialism	imperialist	colonialist	colonialism	imperialistic	imperial	colonial	feudal	feudalism	aristocracy	despotism	totalitarianism	fascism	tyranny	oppression	subjugation	enslavement	slavery
6392 467	CFA	multipurpose	multifunctional	portable	transportable	modular	relocatable	deployable	scalable	optimize	integrate	configurable	configure	configuration	module	interface	programmable	transceiver	rectifier	convertor	ammeter
6392 468	CFA	memento	souvenir	keepsake	commemorative	commemorate	commemoration	remembrance	memorialize	memorial	monument	statue	sculpture	mural	artwork	painting	watercolor	etching	lithograph	engraving	carving
6392 469	CFA	tend	typically	often	generally	usually	seldom	infrequently	rarely	occasionally	routinely	frequently	sometimes	oftentime	habitually	normally	customarily	ordinarily	traditionally	historically	notoriously
6392 470	CFA	genius	savant	guru	whiz	wiz	whizz	wizardry	wizard	wizardly	conjuror	magician	illusionist	conjurer	juggler	ventriloquist	puppeteer	marionette	puppet	clown	mime
6392 471	CFA	nondenominational	interdenominational	interfaith	ecumenical	ecumenically	congregation	church	congregational	denominational	pastor	deacon	deaconess	clergywoman	clergy	laity	priest	bishop	diocese	parish	parishioner
6392 472	CFA	oligarch	capitalist	plutocrat	plutocracy	plutocratic	corporatist	corporatism	statism	statist	collectivist	socialism	capitalism	capitalistic	collectivism	socialistic	socialist	communistic	totalitarian	totalitarianism	fascism
6392 473	CFA	catcher	shortstop	infielder	baseman	centerfielder	outfielder	fielder	outfield	infield	bunt	groundball	grounder	dribbler	misplay	bobble	muff	fumble	lateralle	laterale	outleape
6392 474	CFA	heckle	catcall	heckler	jeer	boo	chant	shout	cheer	applause	ovation	crowd	clap	hoot	roar	shriek	squeal	scream	cry	yelps	wail
6392 475	CFA	diplomacy	peacemake	peace	disarmament	disarm	dismantlement	demilitarization	demilitarize	ceasefire	truce	armistice	hostility	belligerent	combatant	civilian	noncombatant	guerrilla	rebel	militant	insurgent
6392 476	CFA	enclosure	cage	crate	kennel	dog	cat	pup	puppy	kitten	pet	animal	feline	canine	pooch	kitty	chihuahuas	chihuahua	pug	beagle	dachshund
6392 477	CFA	ennoble	noble	laudable	admirable	praiseworthy	honorable	commendable	exemplary	selfless	unselfish	unselfishly	selflessly	selflessness	kindness	compassion	generosity	benevolence	devotion	humility	graciousness
6392 478	CFA	spectroscopy	microscopy	spectroscopic	spectroscope	spectra	spectral	diffraction	crystallographic	magnetization	isotropic	electron	photon	atom	nuclei	neutron	ion	particle	molecule	molecular	protein
6392 479	CFA	solace	consolation	glimmer	ray	flicker	flash	glimpse	peek	poke	nudge	push	sneak	creep	slink	saunter	amble	mosey	glide	scoot	lope
6392 480	CFA	periwinkle	berry	bayberry	honeysuckle	cyclamen	hibiscuse	barberry	spirea	forsythia	viburnum	daphne	andromeda	nasturtium	hollyhock	foxglove	delphinium	primrose	phlox	aster	zinnias
6392 481	CFA	cauldron	flame	torch	torchbearer	procession	parade	festivity	celebration	revelry	reveler	celebrant	merrymaker	carouser	merriment	merrymake	gaiety	jollity	joviality	joyousness	joyous
6392 482	CFA	antacid	laxative	ipecac	aspirin	ibuprofen	acetaminophen	decongestant	antihistamine	expectorant	salicylate	niacin	psyllium	salicylic	petrolatum	emollient	astringent	mouthwashe	mouthwash	dentifrice	whitener
6392 483	CFA	prognosis	estimation	projection	estimate	guesstimate	forecast	prediction	prognostication	prognosticator	prognosticate	predict	project	anticipate	expect	optimistic	pessimistic	sanguine	cautious	upbeat	downbeat
6392 484	CFA	unethical	immoral	dishonest	deceitful	devious	nefarious	duplicitous	connive	venal	amoral	manipulative	conniver	egotistical	egocentric	egotistic	arrogant	greedy	selfish	heartless	callous
6392 485	CFA	roam	skulk	saunter	slink	sashay	prance	wander	amble	stroll	mosey	scurry	scamper	scoot	glide	lope	trundle	skitter	slither	lumber	careen
6392 486	CFA	diagnose	diagnosis	diagnostic	electrocardiograph	clinician	physician	radiologist	cardiologist	surgeon	doctor	neurologist	urologist	ophthalmologist	dermatologist	dentist	orthodontist	orthodontic	dental	dentistry	hygienist
6392 487	CFA	caw	whinny	yowl	yelps	guttural	throaty	growl	shriek	wail	scream	shout	cry	moan	groan	gasp	howl	squeal	yelp	screech	shrill
6392 488	CFA	true	truer	truth	truthful	truthfully	honest	frank	forthright	candid	unvarnished	unsentimental	unflinche	unspare	trenchant	eloquent	perceptive	insightful	thoughtful	nuance	succinct
6392 489	CFA	clumsily	adroitly	adeptly	cleverly	masterfully	deftly	artfully	skillfully	shrewdly	expertly	brilliantly	beautifully	superbly	excellently	splendidly	magnificently	marvelously	wonderfully	exquisitely	elegantly
6392 490	CFA	college	undergraduate	postgraduate	graduate	grad	undergrad	student	professor	prof	faculty	dean	provost	university	academic	humanity	sociology	anthropology	criminology	psychology	linguistic
6392 492	CFA	deduce	decipher	interpret	decode	parse	discern	intuit	visualize	understand	comprehend	grasp	explain	elucidate	define	characterize	describe	categorize	classify	distinguish	differentiate
6392 493	CFA	sud	issa	minn	jaf	sinn	rud	bha	iad	dha	aar	nao	iya	nyo	isu	iyi	tuo	asi	nna	kono	kab
6392 494	CFA	nudism	nudist	topless	nude	unclothe	naked	undress	masturbate	fondle	molest	rape	assault	accost	proposition	grope	lewd	sexual	sex	sexually	genital
6392 495	CFA	quadruple	fivefold	tenfold	sevenfold	sixfold	fourfold	ninefold	twelvefold	threefold	treble	quintuple	triple	double	skyrocket	soar	rise	spike	surge	dip	climb
6392 496	CFA	spook	alarm	frighten	fearful	terrify	afraid	scare	apprehensive	worried	concern	leery	wary	cautious	hesitant	reluctant	loath	unwilling	disincline	willing	incline
6392 497	CFA	allergic	allergy	allergen	allergenic	pollen	ragweed	aphid	mite	insect	fungus	nematode	pest	beetle	caterpillar	larvae	larva	larval	wasp	borer	weevil
6392 498	CFA	cyclical	cyclic	cyclically	cycle	upturn	downturn	recession	recessionary	slowdown	deceleration	decelerate	contraction	decline	falloff	slump	upswe	uptick	upsurge	spike	surge
6392 499	CFA	fluoridation	fluoridate	fluoride	arsenic	radium	chromium	perchlorate	contaminant	contamination	contaminate	dioxin	benzene	carcinogen	toxin	pollutant	pollution	pollute	toxic	mercury	cadmium
6392 500	CFA	sid	openoffice	osx	linux	slackware	debian	mysql	php	kde	perl	mozilla	unix	api	gui	usb	cpu	os	microsoft	xp	macintosh
6392 501	CFA	thatch	hut	shack	shanty	hovel	pigstie	makeshift	house	home	residence	bungalow	flat	cottage	summerhouse	apartment	duplex	dwelling	townhouse	condominium	condo
6392 503	CFA	triennial	biannual	biannually	biennial	biennially	annual	annually	yearly	monthly	weekly	biweekly	fortnightly	bimonthly	semimonthly	semiweekly	daily	periodical	periodic	periodically	regularly
6392 505	CFA	circus	sideshow	distraction	distract	detract	overshadow	tarnish	besmirch	malign	belittle	disparage	denigrate	discredit	demonize	vilify	demean	embarrass	humiliate	intimidate	harass
6392 506	CFA	ern	carolina	alabama	georgia	texas	missouri	indiana	michigan	tennessee	oklahoma	minnesota	arkansa	utah	colorado	florida	louisiana	ohio	wisconsin	illinois	nebraska
6392 507	CFA	insufferable	pompous	haughty	arrogant	condescend	disdainful	supercilious	obsequious	sycophantic	sycophant	toady	craven	spineless	pusillanimous	feckless	simper	timorous	servile	venal	unprinciple
6392 508	CFA	fiji	zimbabwe	uganda	africa	america	europe	european	france	germany	sweden	spain	portugal	england	barcelona	madrid	chelsea	liverpool	torre	gerrard	hargreave
6392 509	CFA	anatomical	anatomy	physiology	biology	biochemistry	pharmacology	immunology	microbiology	biophysic	bioengineere	psychobiology	anthropology	zoology	sociology	criminology	psychology	linguistic	mathematic	humanity	science
6392 510	CFA	pad	cleat	sneaker	sock	boot	sandal	shoe	footwear	clothing	apparel	sportswear	denim	jean	legging	tight	pant	underwear	pantie	undergarment	clothe
6392 511	CFA	blackboard	chalkboard	protractor	pencil	eraser	crayon	paintbrush	clothespin	brad	dishtowel	potholder	doily	trivet	oilcloth	dishcloth	tablecloth	napkin	serviette	towel	washcloth
6392 512	CFA	hydra	medusa	paramecium	paramecia	amoebas	ameba	protozoan	plasmodium	staphylococci	spirochete	bacilli	cocci	subtili	bacteria	bacterium	organism	microorganism	bacterial	microbe	pathogen
6392 513	CFA	supersize	waistline	girth	paunch	potbelly	jowl	flabby	corpulent	pudgy	tubby	rotund	portly	chubby	skinny	scrawny	gangly	gawky	lanky	wiry	stocky
6392 514	CFA	interbreed	crossbreed	hybridize	variety	pawpaw	muskmelon	honeysuckle	forsythia	viburnum	hollyhock	phlox	aster	primrose	zinnias	zinnia	nasturtium	hydrangea	clematis	dahlia	perennial
6392 516	CFA	rge	aci	ela	iya	isu	nyo	nao	issa	eto	asi	iyi	tuo	aar	kab	kahan	karna	tarah	kaa	roz	paar
6392 518	CFA	tunic	waistcoat	cardigan	blazer	slack	khakis	chino	jean	denim	trouser	pant	legging	tight	culotte	corduroy	oxford	chambray	slouchy	camisole	blouse
6392 519	CFA	incalculably	immeasurably	greatly	immensely	hugely	incredibly	unbelievably	amazingly	extraordinarily	astonishingly	extremely	exceptionally	phenomenally	very	exceedingly	enormously	tremendously	terrifically	fantastically	wonderfully
6392 520	CFA	clothesline	lariat	jawbreaker	flapjack	shillelagh	backfist	uppercut	overhand	left	punch	haymaker	jab	elbow	headlock	forearm	chin	forehead	jaw	midsection	torso
6392 521	CFA	voile	organdy	shirr	pleat	satin	chiffon	tulle	bodice	taffeta	strapless	gown	frock	dress	sequin	sequine	lacy	lace	shantung	underskirt	georgette
6392 522	CFA	tik	cannabis	marihuana	marijuana	cocaine	narcotic	heroin	drug	amphetamine	ecstasy	opiate	methadone	morphine	painkiller	pill	medication	medicine	prescription	oxycontin	demerol
6392 523	CFA	nitwit	dimwit	idiot	buffoon	asshole	moron	dolt	ignoramus	nincompoop	cretin	imbecile	lunatic	scumbag	jackass	bozo	schmuck	twit	douche	dork	nerd
6392 524	CFA	nutmeg	paprika	allspice	cumin	coriander	tarragon	fennel	thyme	basil	oregano	cilantro	rosemary	parsley	marjoram	chive	chervil	dill	shallot	leek	parsnip
6392 525	CFA	middleman	kickback	bribe	payoff	bribery	corruption	graft	corrupt	cronyism	crony	nepotism	favoritism	impropriety	malfeasance	dishonesty	incompetence	venality	duplicity	perfidy	mendacity
6392 526	CFA	caustic	vitriolic	acerbic	sardonic	deadpan	witty	wry	sarcastic	snarky	droll	snide	condescend	glib	pompous	pretentious	pedantic	obtuse	humorless	sneer	supercilious
6392 528	CFA	paige	kayla	lori	michele	lindsey	jar	becky	whitney	christina	danielle	nikki	meyer	nigel	jessie	courtney	vanessa	paula	susie	jensen	christine
6392 529	CFA	sour	mar	derail	dampen	boost	bolster	fortifie	solidifie	validate	further	cement	reaffirm	reinforce	underscore	underline	illustrate	reflect	attest	affirm	confirm
6392 530	CFA	dusty	barren	desolate	treeless	windswept	verdant	picturesque	sylvan	idyllic	serene	lush	bucolic	tranquil	placid	quiet	tranquility	serenity	solitude	quietude	stillness
6392 531	CFA	eft	merle	piebald	appaloosa	foxhound	schipperke	papillon	yorkie	pomeranian	cockapoo	schnoodle	maltipoo	chihuahua	beagle	dog	cat	kitten	puppy	pup	pooch
6392 532	CFA	amazon	temptresse	nymphomaniac	hussie	puss	frump	trollop	harridan	strumpet	lecher	prig	floozie	minx	vixen	sexpot	bimbo	airhead	whore	harlot	womanizer
6392 533	CFA	lax	slipshod	sloppy	sloppiness	ineptitude	incompetence	ineptness	inept	bumble	blunder	bungle	incompetent	bungler	blunderer	feckless	spineless	pusillanimous	craven	contemptible	pathetic
6392 534	CFA	psychoanalyst	psychiatrist	psychologist	psychotherapist	therapist	counselor	counsel	psychotherapy	therapy	treatment	acupuncture	chiropractic	acupuncturist	chiropractor	podiatrist	doctor	dermatologist	dentist	gynecologist	pediatrician
6392 535	CFA	sensor	detector	detection	detect	locate	pinpoint	identifie	identify	analyze	assess	evaluate	examine	investigate	scrutinize	inspect	monitor	ascertain	determine	verify	verifying
6392 536	CFA	droopy	lank	stubbly	uncombe	mousse	peroxide	coiffure	coif	rouge	lipstick	bouffant	pompadour	afros	dashiki	muumuus	negligee	scanty	pinafore	shirtwaist	nightshirt
6392 537	CFA	restructure	reorganization	reorganize	realign	realignment	reconfiguration	reconfigure	reallocate	allocate	reallocation	allocation	allot	allotment	disburse	disbursement	repayment	payment	repay	refinance	loan
6392 539	CFA	mock	ridicule	assail	decrie	flay	criticize	slams	chide	scold	berate	lambast	lambaste	castigate	chastise	denounce	condemn	defend	deride	excoriate	bemoan
6392 540	CFA	nauseatingly	laughably	comically	hilariously	entertainingly	delightfully	deliciously	sublimely	wonderfully	splendidly	magnificently	brilliantly	superbly	beautifully	excellently	expertly	masterfully	deftly	adroitly	skillfully
6392 541	CFA	amatory	fleshly	beatitude	fulness	blessedness	lowliness	littleness	immanence	vivify	sublimity	effulgence	joyousness	endlessness	formlessness	infinitude	pantheistic	pantheism	gnosticism	archaism	abstractness
6392 542	CFA	curtain	wall	portico	porticos	pilaster	lintel	balustrade	mullion	clerestory	archway	arch	pediment	caryatid	tracery	transept	apse	nave	cruciform	tympanum	semicircle
6392 543	CFA	ode	anthem	ballad	song	ditty	lyric	melody	melodic	bluesy	soulful	jazzy	lilt	lyrical	lyricism	lyrically	melodically	instrumental	harmony	vocal	falsetto
6392 545	CFA	expel	deport	extradite	extradition	deportation	asylum	immigrate	emigrate	emigrant	immigrant	migrant	refugee	resettle	resettlement	repatriate	repatriation	emigration	expatriation	expatriate	citizenship
6392 546	CFA	redwood	sequoia	cottonwood	juniper	evergreen	shrub	perennial	viburnum	honeysuckle	conifer	shrubby	deciduous	holly	arborvitae	arborvitaes	spirea	forsythia	yuccas	columbine	phlox
6392 547	CFA	brain	cortex	cortical	neural	neuron	synapsis	synapse	cerebellum	thalamus	hypothalamus	neurotransmitter	dopamine	receptor	protein	enzyme	molecule	peptide	lipid	vesicle	organelle
6392 548	CFA	snakebite	hydrophobia	krait	cottonmouth	stonefish	binturong	caracal	genet	muntjac	pangolin	arapaima	spoonbill	avocet	pipit	nightjar	whimbrel	curlew	curlews	lapwe	lapwing
6392 550	CFA	hyena	baboon	rhino	rhinoceros	elephant	pachyderm	lion	antelope	leopard	tiger	cheetah	gorilla	chimp	orangutan	chimpanzee	primate	ape	monkey	lemur	gibbon
6392 551	CFA	straiten	recessionary	recession	downturn	slowdown	slump	doldrums	malaise	sluggishness	sluggish	lackluster	dismal	disappointing	woeful	abysmal	horrid	wretche	dreadful	horrendous	atrocious
6392 553	CFA	foot	volley	cannon	fizz	palm	parry	deflect	flick	loft	miscue	sky	lob	deflection	crossbar	header	inrushe	onrushe	angle	rasp	curl
6392 554	CFA	shoo	sneak	wander	amble	mosey	slink	scurry	scamper	prance	sashay	skitter	saunter	glide	scoot	plop	plonk	crouch	clamber	sidle	waddle
6392 555	CFA	forget	know	realize	understand	explain	comprehend	discern	distinguish	define	describe	classify	identify	categorize	characterize	interpret	decipher	decode	parse	deduce	infer
6392 556	CFA	glare	scowl	sneer	smirk	stare	leer	glower	pout	mutter	mumble	blurt	bawl	yell	shout	bellow	holler	bark	growl	hiss	scream
6392 557	CFA	hoedown	bluegrass	banjo	banjoist	harmonica	saxophone	guitar	mandolin	dobro	sax	trombone	clarinet	cello	bassoon	piano	violin	viola	flute	oboe	woodwind
6392 558	CFA	hassock	naugahyde	velveteen	velvet	satin	suede	ultrasuede	shantung	chambray	sateen	percale	shirr	organdy	voile	jabot	placket	pleat	chiffon	tulle	taffeta
6392 559	CFA	review	evaluation	test	assessment	audit	appraisal	inspection	inspector	auditor	assessor	appraiser	examiner	adjudicator	judge	jurist	judicial	judiciary	judicature	procurator	procuratorate
6392 560	CFA	spreader	coulter	harrow	cultivator	weeder	rototiller	mower	lawnmower	tractor	backhoe	excavator	loader	forklift	truck	earthmover	bulldozer	digger	snowplow	snowblower	shovel
6392 561	CFA	insufficient	deficient	deficiency	inadequate	lack	dearth	paucity	inadequacy	insufficiency	failure	inability	unwillingness	refusal	reluctance	reticence	disinclination	inclination	tendency	propensity	willingness
6392 562	CFA	biker	motorcycle	motorbike	bicycle	bike	mope	moped	scooter	car	vehicle	minivan	van	truck	tractor	wheeler	jeep	minibus	bus	rickshaw	taxi
6392 563	CFA	limp	wobbly	wobble	shaky	falter	slump	lackluster	tepid	anemic	unimpressive	dismal	mediocre	woeful	abysmal	dreadful	wretche	atrocious	horrendous	terrible	horrible
6392 564	CFA	crave	long	yearn	aspire	dream	fantasize	imagine	fathom	envision	foresaw	envisage	foresee	contemplate	realize	know	figure	think	feel	sense	inkle
6392 565	CFA	duodenal	calculi	nodular	cystic	luminal	peritoneal	pharyngeal	distension	papilla	lymphatic	bronchi	duodenum	pericardium	mastoid	auricle	ganglion	medulla	membranous	maxillary	maxilla
6392 566	CFA	kestrel	pipit	avocet	redstart	whimbrel	curlew	curlews	lapwing	skylark	lapwe	nightjar	bittern	dickcissel	bobolink	bullfinch	linnet	chaffinche	waxwing	thrushe	titmice
6392 567	CFA	ritual	ritualistic	ritualism	piety	religiosity	devoutness	spirituality	spiritualism	spiritual	holiness	sanctification	beatitude	blessedness	fulness	catholicity	immanence	fleshly	pantheistic	pantheism	gnosticism
6392 568	CFA	fay	iya	nyo	nao	isu	aar	kab	kahan	karna	tarah	kaa	roz	jaan	badi	zara	teri	hein	sab	karo	aag
6392 569	CFA	abbot	abbess	monastery	hermitage	convent	nunnery	nun	priest	bishop	prelate	archbishop	diocese	diocesan	archdiocese	parishioner	parish	church	congregation	seminary	seminarian
6392 570	CFA	promoter	organizer	goer	attendee	registrant	participant	participator	exhibitor	expo	fair	booth	pavilion	exhibit	exhibition	exposition	seminar	symposium	workshop	symposia	colloquia
6392 571	CFA	vulcan	gatle	unsheathe	buckler	hilt	rapier	scimitar	broadsword	sword	scabbard	breastplate	halberd	spearman	blunderbuss	mace	spear	dagger	lance	saber	flintlock
6392 572	CFA	ride	rider	racer	race	motocross	motorcycle	motorsport	speedway	raceway	racetrack	racecourse	paddock	stable	horse	thoroughbred	racehorse	equine	greyhound	jockeys	jockey
6392 573	CFA	valentine	postcard	letter	missive	correspondence	mail	fax	email	message	text	tweet	twitter	facebook	myspace	blog	blogge	blogger	retweete	retweet	lolcat
6392 574	CFA	lady	lass	gal	babe	chick	blonde	bimbo	sexpot	vixen	minx	temptress	strumpet	hussy	floozy	trollop	hussie	frump	sluttish	vixenish	coquette
6392 575	CFA	explore	examine	revisit	discuss	describe	characterize	liken	emphasize	allude	cite	refer	define	identifie	pinpoint	assess	categorize	evaluate	scrutinize	dissect	delf
6392 576	CFA	nought	zero	digit	numeral	prefix	suffix	alphanumeric	hexadecimal	filename	concatenate	delimiter	literal	boolean	operand	subroutine	iterator	datatype	multibyte	unicode	diacritic
6392 577	CFA	secretion	receptor	enzyme	protein	molecule	peptide	antibodie	antigen	antibody	murine	erythrocyte	somatostatin	leukocyte	glucokinase	catalase	lipid	vesicle	organelle	cilium	epithelial
6392 578	CFA	aus	bei	der	ein	auf	und	zum	neue	kann	wie	sie	mit	das	damit	deren	lassen	knapp	zal	moet	uit
6392 579	CFA	fingernail	toenail	pinky	thumb	wrist	elbow	knee	ankle	hamstring	groin	quadricep	thigh	shin	forearm	shoulder	kneecap	fibula	collarbone	clavicle	tendon
6392 580	CFA	moonlight	freelance	freelancer	typesetter	typographer	linotype	typeset	print	printer	copier	photocopier	copi	photocopy	copy	retype	format	font	typeface	typographic	typography
6392 581	CFA	harpoon	whale	humpback	dolphin	cetacean	porpoise	seabird	otter	turtle	terrapin	crab	lobster	fish	sturgeon	herre	cod	haddock	halibut	salmon	rockfish
6392 582	CFA	aberration	blip	perturbation	oscillation	pulsation	amplitude	magnetization	orbital	nuclei	atom	electron	photon	ion	particle	molecule	protein	peptide	molecular	dimer	helix
6392 583	CFA	immense	incalculable	immeasurable	tremendous	great	wonderful	phenomenal	marvelous	magnificent	amazing	incredible	fantastic	awesome	terrific	unbelievable	unbelieveable	fabulous	superb	breathtake	spectacular
6392 584	CFA	motion	holler	yell	scream	shout	bellow	bark	growl	glare	stare	scowl	gesture	smile	smirk	grin	chuckle	giggle	shriek	squeal	gasp
6392 585	CFA	interbank	libor	eurodollar	treasury	greenback	currency	dollar	euro	franc	yen	rupee	peso	ruble	renminbi	yuan	dong	lira	dinar	riyal	shekel
6392 586	CFA	lea	perez	novak	gibb	michele	whitney	nikki	danielle	heidi	selena	lindsey	christina	gwen	lori	becky	jar	jensen	meyer	corey	joel
6392 587	CFA	moa	theropod	tyrannosaur	allosaurus	tyrannosaurus	apatosaurus	brachiosaurus	diplodocus	dinosaur	dino	triceratop	brontosaurus	velociraptor	pterodactyl	pteranodon	insectivore	mammal	creature	lizard	reptile
